sample_id,task,target_dialect,dialect_text,standard_text,source_text,hypothesis,label,domain,split
MCQA_0074_6,MCQA,PNB,"Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.",Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.,A,Daily Conversation,train
MCQA_0074_6,MCQA,PNT2,"Tại răng sau đó, Cô-li-a vui vẻ làm theo lời mệ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn mần.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mệ của Cô-li-a muốn bạn ấy mần.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.",Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.,A,Daily Conversation,train
MCQA_0074_6,MCQA,PNT3,"Tại răng sau đó, Cô-li-a vui vẻ mần theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng ưng mần.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a ưng hắn làm.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.","Tại sao sau đó, Cô-li-a vui vẻ làm theo lời mẹ?
A. Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.
B. Vì đó là điều mà Cô-li-a từng muốn làm.
C. Vì đó là điều mà Cô-li-a đã kể cho các bạn nghe ở trên lớp.
D. Vì đó là điều mà mẹ của Cô-li-a muốn bạn ấy làm.",Vì đó cũng là điều mà Cô-li-a đã viết trong bài tập làm văn.,A,Daily Conversation,train
NLI_4266,NLI,PNB,Bọn tôi có nhiều niềm vui khi chụp album này nên không mệt nhọc gì.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Chúng tôi đã mất rất nhiều công sức để tạo ra album độc đáo này.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Contradiction,Daily Conversation,train
NLI_4266,NLI,PNT2,Nhà choa có nhiều niềm vui khi chụp album ni nên nỏ mệt mỏi chi.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Chúng tôi đã mất rất nhiều công sức để tạo ra album độc đáo này.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Contradiction,Daily Conversation,train
NLI_4266,NLI,PNT3,Choa có nhiều niềm vui khi chụp album ni bơ nỏ dọc chi.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Chúng tôi đã mất rất nhiều công sức để tạo ra album độc đáo này.,Chúng tôi có nhiều niềm vui khi chụp album này nên không mệt mỏi gì.,Contradiction,Daily Conversation,train
NLI_5366,NLI,PNB,Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,"Tôi nghĩ Olympic lần này là cách chúng ta quyết định nên ưu tiên tính mạng mọi người hay một buổi lễ"", Utsunomiya nói, thêm rằng tổ chức Olympic trong thời điểm này có nghĩa là Nhật Bản sẽ phải dành các nguồn lực y tế quý giá cho sự kiện.",Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,Contradiction,Daily Conversation,train
NLI_5366,NLI,PNT2,Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,"Tôi nghĩ Olympic lần này là cách chúng ta quyết định nên ưu tiên tính mạng mọi người hay một buổi lễ"", Utsunomiya nói, thêm rằng tổ chức Olympic trong thời điểm này có nghĩa là Nhật Bản sẽ phải dành các nguồn lực y tế quý giá cho sự kiện.",Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,Contradiction,Daily Conversation,train
NLI_5366,NLI,PNT3,Các nguồn lực y tế quý giá của Nhật Bản sẽ nỏ được sử dụng trong sự kiện Olympic hay một buổi lễ.,Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,"Tôi nghĩ Olympic lần này là cách chúng ta quyết định nên ưu tiên tính mạng mọi người hay một buổi lễ"", Utsunomiya nói, thêm rằng tổ chức Olympic trong thời điểm này có nghĩa là Nhật Bản sẽ phải dành các nguồn lực y tế quý giá cho sự kiện.",Các nguồn lực y tế quý giá của Nhật Bản sẽ không được sử dụng trong sự kiện Olympic hay một buổi lễ.,Contradiction,Daily Conversation,train
NLI_0959,NLI,PNB,"Trong tương lai số lượng những người có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.","Nhiều người có điểm thi TOEIC lên đến 600, 700 nhưng lại không có khả năng giao tiếp tiếng Anh và ứng dụng những gì đã học vào công việc.","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.",Neutral,Daily Conversation,train
NLI_0959,NLI,PNT2,"Trong tương lai số lượng những người có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.","Nhiều người có điểm thi TOEIC lên đến 600, 700 nhưng lại không có khả năng giao tiếp tiếng Anh và ứng dụng những gì đã học vào công việc.","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.",Neutral,Daily Conversation,train
NLI_0959,NLI,PNT3,"Sau ni số lượng những người có điểm thi TOEIC lên tới 600, 700 sẽ có số đông là nữ.","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.","Nhiều người có điểm thi TOEIC lên đến 600, 700 nhưng lại không có khả năng giao tiếp tiếng Anh và ứng dụng những gì đã học vào công việc.","Trong tương lai số lượng những ngưới có điểm thi TOEIC lên đến 600, 700 sẽ có số đông là nữ.",Neutral,Daily Conversation,train
NLI_5586,NLI,PNB,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì đã để cô ấy được đóng vai Princess Peach.,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,"Grimes khen ngợi bạn trai trên mạng xã hội: ""Tôi rất biết ơn đội ngũ SNL vì đã rất tốt bụng và cho tôi cơ hội đóng Princess Peach.",Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,Entailment,Daily Conversation,train
NLI_5586,NLI,PNT2,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì đạ để cô ấy đóng Princess Peach.,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,"Grimes khen ngợi bạn trai trên mạng xã hội: ""Tôi rất biết ơn đội ngũ SNL vì đã rất tốt bụng và cho tôi cơ hội đóng Princess Peach.",Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,Entailment,Daily Conversation,train
NLI_5586,NLI,PNT3,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để ả nớ đóng Princess Peach,Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,"Grimes khen ngợi bạn trai trên mạng xã hội: ""Tôi rất biết ơn đội ngũ SNL vì đã rất tốt bụng và cho tôi cơ hội đóng Princess Peach.",Đội ngũ SNL nhận được lời cảm ơn từ Grimes vì để cô ấy đóng Princess Peach.,Entailment,Daily Conversation,train
NLI_7681,NLI,PNB,Ngày 5/7 người phụ nữ đã báo tin cho Shanks rằng cô ấy vừa mới thắng được một giải thưởng.,Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,"Shanks thông báo với người mẹ rằng cô ấy là người thắng một giải thưởng"" và chuyển phát phần thưởng tới nhà người mẹ hôm 7/5, Groulx nói.",Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,Contradiction,Daily Conversation,train
NLI_7681,NLI,PNT2,Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô nớ vừa mới tháng được một giải thưởng.,Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,"Shanks thông báo với người mẹ rằng cô ấy là người thắng một giải thưởng"" và chuyển phát phần thưởng tới nhà người mẹ hôm 7/5, Groulx nói.",Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,Contradiction,Daily Conversation,train
NLI_7681,NLI,PNT3,Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới thắng được một giải thưởng.,Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,"Shanks thông báo với người mẹ rằng cô ấy là người thắng một giải thưởng"" và chuyển phát phần thưởng tới nhà người mẹ hôm 7/5, Groulx nói.",Ngày 5/7 người phụ nữ đã báo tin cho Shanks là cô ấy vừa mới tháng được một giải thưởng.,Contradiction,Daily Conversation,train
NLI_5451,NLI,PNB,"Trong cái hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng nó.","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.","Canto tiết lộ thêm hang của cậu đôi khi bị ngập và thuờng xuyên có côn trùng, nhện, ốc sên ""ghé thăm"" nhưng anh ""không có vấn đề gì với chúng"".","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.",Entailment,Daily Conversation,train
NLI_5451,NLI,PNT2,"Trong chiếc hang nớ, có một mớ loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" với cu nớ.","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.","Canto tiết lộ thêm hang của cậu đôi khi bị ngập và thuờng xuyên có côn trùng, nhện, ốc sên ""ghé thăm"" nhưng anh ""không có vấn đề gì với chúng"".","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.",Entailment,Daily Conversation,train
NLI_5451,NLI,PNT3,"Trong kì hang nớ, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cu nớ.","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.","Canto tiết lộ thêm hang của cậu đôi khi bị ngập và thuờng xuyên có côn trùng, nhện, ốc sên ""ghé thăm"" nhưng anh ""không có vấn đề gì với chúng"".","Trong chiếc hang đó, có nhiều loại côn trùng nhỏ vẫn thường hay ""trú ẩn"" cùng cậu.",Entailment,Daily Conversation,train
NLI_0830,NLI,PNB,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,"Tôi biết Joe Biden khá lâu rồi, và ông ấy có năng lượng của Donald Trump hay không thì chúng ta đều biết"", lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5.",Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,Contradiction,Daily Conversation,train
NLI_0830,NLI,PNT2,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn vào bựa 14/5 cho rằng năng lực của Joe Biden thì ai cụng biết cả.,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,"Tôi biết Joe Biden khá lâu rồi, và ông ấy có năng lượng của Donald Trump hay không thì chúng ta đều biết"", lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5.",Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,Contradiction,Daily Conversation,train
NLI_0830,NLI,PNT3,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn bữa 14/5 cho rằng năng lực của Joe Biden thì chừ ai cũng biết hết rồi,Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,"Tôi biết Joe Biden khá lâu rồi, và ông ấy có năng lượng của Donald Trump hay không thì chúng ta đều biết"", lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5.",Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,Contradiction,Daily Conversation,train
NLI_6854,NLI,PNB,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm gì đó thật điên rồ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Canto cho biết ý tưởng đến với mình khi quá bực bội vì bị bố mẹ mắng mỏ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Neutral,Daily Conversation,train
NLI_6854,NLI,PNT2,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều chi đó thật điên rồ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Canto cho biết ý tưởng đến với mình khi quá bực bội vì bị bố mẹ mắng mỏ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Neutral,Daily Conversation,train
NLI_6854,NLI,PNT3,Canto trông nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm cấy chi đó thiệt điên rồ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Canto cho biết ý tưởng đến với mình khi quá bực bội vì bị bố mẹ mắng mỏ.,Canto mong nhận được sự chú ý từ gia đình và quyết định lên ý tưởng làm điều gì đó thật điên rồ.,Neutral,Daily Conversation,train
NLI_4654,NLI,PNB,Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn cản cậu bé trước khi cậu ta nổ súng.,Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,"Câu hỏi làm thế nào cậu bé lấy được khẩu súng và nổ súng đang rất được quan tâm và điều tra"" cảnh sát trưởng hạt Sagadahoc, Joel Merry, nói.",Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,Contradiction,Daily Conversation,train
NLI_4654,NLI,PNT2,Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu nớ nổ súng.,Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,"Câu hỏi làm thế nào cậu bé lấy được khẩu súng và nổ súng đang rất được quan tâm và điều tra"" cảnh sát trưởng hạt Sagadahoc, Joel Merry, nói.",Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,Contradiction,Daily Conversation,train
NLI_4654,NLI,PNT3,Cảnh sát trưởng hạt Sagadahoc đạ kịp thời ngăn lại thằng cu trước khi thằng cu nớ nổ súng.,Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,"Câu hỏi làm thế nào cậu bé lấy được khẩu súng và nổ súng đang rất được quan tâm và điều tra"" cảnh sát trưởng hạt Sagadahoc, Joel Merry, nói.",Cảnh sát trưởng hạt Sagadahoc đã kịp thời ngăn lại cậu bé trước khi cậu ấy nổ súng.,Contradiction,Daily Conversation,train
NLI_3172,NLI,PNB,"Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.","Google đã tìm cách hủy vụ kiện, nhưng thẩm phán Lucy Koh đã viết trong phán quyết của mình rằng công ty đã không thông báo cho người dùng biết Google vẫn thu thập dữ liệu trong khi người dùng đang ở chế độ duyệt web riêng tư.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.",Contradiction,Daily Conversation,train
NLI_3172,NLI,PNT2,"Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều nớ nỏ khả quan khi xem phán quyết của Lucy Koh.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.","Google đã tìm cách hủy vụ kiện, nhưng thẩm phán Lucy Koh đã viết trong phán quyết của mình rằng công ty đã không thông báo cho người dùng biết Google vẫn thu thập dữ liệu trong khi người dùng đang ở chế độ duyệt web riêng tư.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.",Contradiction,Daily Conversation,train
NLI_3172,NLI,PNT3,"Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều nớ nỏ khả quan khi chộ phán quyết của Lucy Koh.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.","Google đã tìm cách hủy vụ kiện, nhưng thẩm phán Lucy Koh đã viết trong phán quyết của mình rằng công ty đã không thông báo cho người dùng biết Google vẫn thu thập dữ liệu trong khi người dùng đang ở chế độ duyệt web riêng tư.","Google, cô luôn tìm cách hủy kiện nhưng có vẻ điều đó không khả quan khi xem phán quyết của Lucy Koh.",Contradiction,Daily Conversation,train
NLI_3108,NLI,PNB,"Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.","Nhìn lại 45 năm lịch sử Apple, bức thư không quên nhắc lại sứ mệnh của công ty là ""tạo ra các sản phẩm mang tính đột phá nhằm tái định nghĩa những gì công nghệ có thể đạt được và làm cho cuộc sống của mọi người tốt hơn trong quá trình này"".","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.",Entailment,Daily Conversation,train
NLI_3108,NLI,PNT2,"Vào thế kỉ trước, Apple đạ được thành lập và ưng định nghĩa lại công nghệ.","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.","Nhìn lại 45 năm lịch sử Apple, bức thư không quên nhắc lại sứ mệnh của công ty là ""tạo ra các sản phẩm mang tính đột phá nhằm tái định nghĩa những gì công nghệ có thể đạt được và làm cho cuộc sống của mọi người tốt hơn trong quá trình này"".","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.",Entailment,Daily Conversation,train
NLI_3108,NLI,PNT3,"Hồi thế kỉ trước, Apple đạ được thành lập và ưng định nghĩa lại công nghệ.","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.","Nhìn lại 45 năm lịch sử Apple, bức thư không quên nhắc lại sứ mệnh của công ty là ""tạo ra các sản phẩm mang tính đột phá nhằm tái định nghĩa những gì công nghệ có thể đạt được và làm cho cuộc sống của mọi người tốt hơn trong quá trình này"".","Vào thế kỉ trước, Apple đã được thành lập và mong muốn định nghĩa lại công nghệ.",Entailment,Daily Conversation,train
NLI_7901,NLI,PNB,"Cô bé là chị của Emily Bushnell, 36 tuổi.","Cô bé là chị của Emily Bushnell, 36 tuổi.","Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.","Cô bé là chị của Emily Bushnell, 36 tuổi.",Contradiction,Daily Conversation,train
NLI_7901,NLI,PNT2,"Con bé nớ là chị của Emily Bushnell, 36 tuổi.","Cô bé là chị của Emily Bushnell, 36 tuổi.","Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.","Cô bé là chị của Emily Bushnell, 36 tuổi.",Contradiction,Daily Conversation,train
NLI_7901,NLI,PNT3,"Ả nớ là chị của Emily Bushnell, 36 tuổi.","Cô bé là chị của Emily Bushnell, 36 tuổi.","Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.","Cô bé là chị của Emily Bushnell, 36 tuổi.",Contradiction,Daily Conversation,train
NLI_6350,NLI,PNB,Chị Emily Bushnell có 1 người em gái.,Chị Emily Bushnell có 1 người em gái.,"Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.",Chị Emily Bushnell có 1 người em gái.,Entailment,Daily Conversation,train
NLI_6350,NLI,PNT2,Chị Emily Bushnell có 1 người em gấy.,Chị Emily Bushnell có 1 người em gái.,"Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.",Chị Emily Bushnell có 1 người em gái.,Entailment,Daily Conversation,train
NLI_6350,NLI,PNT3,Chị Emily Bushnell có 1 đứa em cấy.,Chị Emily Bushnell có 1 người em gái.,"Nhưng chị Emily Bushnell, 36 tuổi, không hứng thú với điều này nên cô bé tự mày mò làm.",Chị Emily Bushnell có 1 người em gái.,Entailment,Daily Conversation,train
NLI_1114,NLI,PNB,Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,"Chúng tôi định đi 5 ngày 4 đêm, đến tham quan Đà Nẵng là chính, sau đó dự kiến đi chơi thêm các địa điểm xung quanh.",Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,Entailment,Daily Conversation,train
NLI_1114,NLI,PNT2,Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,"Chúng tôi định đi 5 ngày 4 đêm, đến tham quan Đà Nẵng là chính, sau đó dự kiến đi chơi thêm các địa điểm xung quanh.",Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,Entailment,Daily Conversation,train
NLI_1114,NLI,PNT3,Bọn tau đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch,Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,"Chúng tôi định đi 5 ngày 4 đêm, đến tham quan Đà Nẵng là chính, sau đó dự kiến đi chơi thêm các địa điểm xung quanh.",Chúng tôi đã lên kế hoạch không chỉ về một điểm đến trong chuyến du lịch.,Entailment,Daily Conversation,train
NLI_4015,NLI,PNB,"Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.","Khi một ai đó thêm nội dung mới lên ""sổ cái"", nó gần như bất khả xâm phạm nhờ công nghệ blockchain.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.",Contradiction,Daily Conversation,train
NLI_4015,NLI,PNT2,"Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng nỏ thể thêm nội dung mới vô đó.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.","Khi một ai đó thêm nội dung mới lên ""sổ cái"", nó gần như bất khả xâm phạm nhờ công nghệ blockchain.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.",Contradiction,Daily Conversation,train
NLI_4015,NLI,PNT3,"Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vô đó.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.","Khi một ai đó thêm nội dung mới lên ""sổ cái"", nó gần như bất khả xâm phạm nhờ công nghệ blockchain.","Do ""sổ cái"" gần như bất khả xâm phạm nên người dùng không thể thêm nội dung mới vào đó.",Contradiction,Daily Conversation,train
NLI_7826,NLI,PNB,Người mẹ nhận được tin rằng bà ấy đã trúng một giải thưởng.,Người mẹ nhận được tin rằng cô ấy đã trúng được một giải thưởng.,"Shanks thông báo với người mẹ rằng cô ấy là người thắng một giải thưởng"" và chuyển phát phần thưởng tới nhà người mẹ hôm 7/5, Groulx nói.",Người mẹ nhận được tin rằng cô ấy đã trúng được một giải thưởng.,Entailment,Daily Conversation,train
NLI_7826,NLI,PNT2,Người mẹ nhận được tin rằng cô ấy đã trúng được một giải thưởng.,Người mẹ nhận được tin rằng cô ấy đã trúng được một giải thưởng.,"Shanks thông báo với người mẹ rằng cô ấy là người thắng một giải thưởng"" và chuyển phát phần thưởng tới nhà người mẹ hôm 7/5, Groulx nói.",Người mẹ nhận được tin rằng cô ấy đã trúng được một giải thưởng.,Entailment,Daily Conversation,train
